Checked,Name,Formula,Annotation Source: Predicted Compositions,Annotation Source: mzCloud Search,Annotation Source: ChemSpider Search,Annotation Source: MassList Match,FISh Coverage,Molecular Weight,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,Mass List Match: Endogenous Metabolites database 4400 compounds,Mass List Match: Extractables and Leachables HRAM Compound Database,mzCloud Best Sim. Match,Group Area: 2,Group Area: 3,Group Area: 4,Group Area: 5,Group Area: 6,Group Area: 1,Group Area: Pool,Group CV [%]: 2,Group CV [%]: 3,Group CV [%]: 4,Group CV [%]: 5,Group CV [%]: 6,Group CV [%]: 1,Group CV [%]: Pool,Ratio: (1) / (Pool),Ratio: (2) / (Pool),Ratio: (3) / (Pool),Ratio: (4) / (Pool),Ratio: (5) / (Pool),Ratio: (6) / (Pool),Ratio: (3) / (2),Ratio: (4) / (2),Ratio: (5) / (2),Ratio: (6) / (2),Ratio: (1) / (2),Ratio: (4) / (3),Ratio: (5) / (3),Ratio: (6) / (3),Ratio: (1) / (3),Ratio: (5) / (4),Ratio: (6) / (4),Ratio: (1) / (4),Ratio: (6) / (5),Ratio: (1) / (5),Ratio: (1) / (6),Log2 Fold Change: (1) / (Pool),Log2 Fold Change: (2) / (Pool),Log2 Fold Change: (3) / (Pool),Log2 Fold Change: (4) / (Pool),Log2 Fold Change: (5) / (Pool),Log2 Fold Change: (6) / (Pool),Log2 Fold Change: (3) / (2),Log2 Fold Change: (4) / (2),Log2 Fold Change: (5) / (2),Log2 Fold Change: (6) / (2),Log2 Fold Change: (1) / (2),Log2 Fold Change: (4) / (3),Log2 Fold Change: (5) / (3),Log2 Fold Change: (6) / (3),Log2 Fold Change: (1) / (3),Log2 Fold Change: (5) / (4),Log2 Fold Change: (6) / (4),Log2 Fold Change: (1) / (4),Log2 Fold Change: (6) / (5),Log2 Fold Change: (1) / (5),Log2 Fold Change: (1) / (6),P-value: (1) / (Pool),P-value: (2) / (Pool),P-value: (3) / (Pool),P-value: (4) / (Pool),P-value: (5) / (Pool),P-value: (6) / (Pool),P-value: (3) / (2),P-value: (4) / (2),P-value: (5) / (2),P-value: (6) / (2),P-value: (1) / (2),P-value: (4) / (3),P-value: (5) / (3),P-value: (6) / (3),P-value: (1) / (3),P-value: (5) / (4),P-value: (6) / (4),P-value: (1) / (4),P-value: (6) / (5),P-value: (1) / (5),P-value: (1) / (6),Adj. P-value: (1) / (Pool),Adj. P-value: (2) / (Pool),Adj. P-value: (3) / (Pool),Adj. P-value: (4) / (Pool),Adj. P-value: (5) / (Pool),Adj. P-value: (6) / (Pool),Adj. P-value: (3) / (2),Adj. P-value: (4) / (2),Adj. P-value: (5) / (2),Adj. P-value: (6) / (2),Adj. P-value: (1) / (2),Adj. P-value: (4) / (3),Adj. P-value: (5) / (3),Adj. P-value: (6) / (3),Adj. P-value: (1) / (3),Adj. P-value: (5) / (4),Adj. P-value: (6) / (4),Adj. P-value: (1) / (4),Adj. P-value: (6) / (5),Adj. P-value: (1) / (5),Adj. P-value: (1) / (6)
FALSE,DL-Arginine,C6 H14 N4 O2,No match,Invalid mass,No match,No results,,157.08516,0.47,14793165.15,7,4,95.4,No matches found,No matches found,,11791173.9,14946489.22,11014058.27,690105.3711,8496283.789,9167440.435,10716388.66,5.595968763,3.405266193,5.683644908,5.604438027,1.766951447,2.982847598,3.491222732,0.855,1.1,1.395,1.028,0.064,0.793,1.268,0.934,0.059,0.721,0.777,0.737,0.046,0.568,0.613,0.063,0.771,0.832,12.312,13.284,1.079,-0.23,0.14,0.48,0.04,-3.96,-0.33,0.34,-0.1,-4.09,-0.47,-0.36,-0.44,-4.44,-0.81,-0.71,-4,-0.37,-0.26,3.62,3.73,0.11,0.002228967,0.005980827,6.36E-08,0.338358932,2.26E-14,3.37E-05,0.000156541,0.456390475,2.26E-14,2.64E-07,5.08E-06,5.50E-06,2.26E-14,2.34E-10,1.77E-09,2.26E-14,4.65E-06,0.000142963,2.26E-14,2.26E-14,0.425370834,0.00787127,0.014221077,5.40E-07,0.740376394,7.98E-14,0.000186995,0.000415629,0.737670405,1.28E-13,1.13E-06,1.78E-05,3.38E-05,8.76E-14,3.91E-09,1.17E-08,8.69E-14,2.21E-05,0.000496657,8.46E-14,1.15E-13,0.790185404
FALSE,D-Serine,C3 H7 N O3,Full match,No results,Partial match,Full match,,105.04259,0.53,13475023.55,13,0,,Multiple matches found,No matches found,,4486820.931,13294524.67,7142942.292,1565307.363,11948607.64,8041413.334,9233097.614,7.777531695,7.209055608,7.454768378,4.518703022,1.582244696,5.076278006,5.260690946,0.871,0.486,1.44,0.774,0.17,1.294,2.963,1.592,0.349,2.663,1.792,0.537,0.118,0.899,0.605,0.219,1.673,1.126,7.633,5.137,0.673,-0.2,-1.04,0.53,-0.37,-2.56,0.37,1.57,0.67,-1.52,1.41,0.84,-0.9,-3.09,-0.15,-0.73,-2.19,0.74,0.17,2.93,2.36,-0.57,0.222189631,1.60E-10,2.45E-06,0.000130678,2.29E-14,0.000179337,2.09E-12,8.18E-07,8.77E-12,9.41E-12,9.63E-09,5.29E-09,2.28E-14,0.293051526,3.81E-07,3.05E-14,7.71E-08,0.034936647,2.28E-14,2.36E-14,1.20E-05,0.5366657,1.27E-09,1.43E-05,0.000539868,7.98E-14,0.000860497,2.19E-11,3.76E-06,2.66E-11,7.69E-11,5.37E-08,5.39E-08,8.76E-14,0.567025556,1.65E-06,9.52E-14,4.71E-07,0.088793855,8.46E-14,1.15E-13,4.54E-05
FALSE,trans-3-Indoleacrylic acid,C11 H9 N O2,Full match,Full match,Partial match,Full match,,187.06341,2.007,6751773.784,36,2,92.9,Multiple matches found,No matches found,,3602712.335,6677650.175,5981441.553,566163.4077,4678303.212,5591576.794,4732227.838,2.689292169,8.370866541,2.383647339,4.146643636,2.381763229,11.05722346,3.056131708,1.182,0.761,1.411,1.264,0.12,0.989,1.854,1.66,0.157,1.299,1.552,0.896,0.085,0.701,0.837,0.095,0.782,0.935,8.263,9.876,1.195,0.24,-0.39,0.5,0.34,-3.06,-0.02,0.89,0.73,-2.67,0.38,0.63,-0.16,-3.56,-0.51,-0.26,-3.4,-0.35,-0.1,3.05,3.3,0.26,0.085028827,5.82E-05,6.13E-06,0.000386889,2.26E-14,0.999999997,6.05E-09,7.37E-08,2.30E-14,0.000233315,2.27E-06,0.367270426,2.26E-14,2.34E-05,0.003876446,2.26E-14,0.001140683,0.220807979,2.28E-14,2.26E-14,0.138390496,0.227767097,0.000186588,3.14E-05,0.001478467,7.98E-14,1,3.08E-08,3.96E-07,1.28E-13,0.000683963,8.34E-06,0.717115614,8.76E-14,0.000114302,0.009056325,8.69E-14,0.003814159,0.475381363,8.46E-14,1.15E-13,0.3009712
FALSE,4-Chlorouracil,C4 H3 Cl N2 O2,No results,No results,Full match,No results,,145.98882,0.417,3802594.265,4,0,,No matches found,No matches found,,3511442.338,3628692.022,4334188.365,587432.3653,2866747.995,4390577.072,3710328.66,2.991827158,4.04088247,7.681662188,15.90521874,5.040944041,0.665745586,4.575595239,1.183,0.946,0.978,1.168,0.158,0.773,1.033,1.234,0.167,0.816,1.25,1.194,0.162,0.79,1.21,0.136,0.661,1.013,4.88,7.474,1.532,0.24,-0.08,-0.03,0.22,-2.66,-0.37,0.05,0.3,-2.58,-0.29,0.32,0.26,-2.63,-0.34,0.27,-2.88,-0.6,0.02,2.29,2.9,0.61,0.103829355,0.711283262,0.999301648,0.076915991,2.33E-14,0.004652674,0.946900072,0.010053553,2.96E-14,0.160972809,0.013470694,0.068828352,2.61E-14,0.025749322,0.090294169,2.34E-14,6.23E-05,0.999998717,7.99E-14,2.35E-14,8.08E-05,0.270969291,1,1,0.195952644,7.98E-14,0.016163512,1,0.024282847,1.40E-13,0.28851073,0.027987655,0.168142321,8.92E-14,0.063925231,0.165153437,8.69E-14,0.000244044,1,2.40E-13,1.15E-13,0.000274481
FALSE,Ggamma-L-Glutamyl-L-glutamicacid,C10 H16 N2 O7,Full match,No results,Partial match,Full match,,276.09531,0.545,3150397.765,4,0,,Single match found,No matches found,,1218900.688,2287968.883,1647695.078,394950.1208,4531115.776,3686582.547,2478352.351,5.277468656,4.038467739,6.068808257,7.388499242,5.309485971,3.459788769,5.426637224,1.488,0.492,0.923,0.665,0.159,1.828,1.877,1.352,0.324,3.717,3.025,0.72,0.173,1.98,1.611,0.24,2.75,2.237,11.473,9.334,0.814,0.57,-1.02,-0.12,-0.59,-2.65,0.87,0.91,0.43,-1.63,1.89,1.6,-0.47,-2.53,0.99,0.69,-2.06,1.46,1.16,3.52,3.22,-0.3,4.90E-07,6.61E-11,0.505627621,1.07E-07,2.26E-14,1.91E-09,2.03E-09,0.000155092,5.86E-13,4.43E-14,5.65E-13,6.31E-06,2.30E-14,1.63E-09,2.04E-07,2.71E-14,2.45E-12,4.01E-11,2.26E-14,2.26E-14,0.009659819,3.17E-06,5.80E-10,0.886920581,8.11E-07,7.98E-14,2.75E-08,1.15E-08,0.000493894,2.10E-12,5.64E-13,1.43E-11,3.84E-05,8.76E-14,2.15E-08,9.26E-07,8.81E-14,4.86E-11,3.13E-10,8.46E-14,1.15E-13,0.025271408
FALSE,"1,1,1,3-Tetranitropropane",C3 H4 N4 O8,No results,No results,Full match,No results,,224.00278,0.418,2713983.375,1,0,,No matches found,No matches found,,2558139.359,2580826.711,3114528.617,295763.7955,2004368.401,3095841.304,2658544.86,3.901902213,5.049960462,8.525400475,16.41537894,4.935462053,1.876214611,4.262871327,1.164,0.962,0.971,1.172,0.111,0.754,1.009,1.217,0.116,0.784,1.21,1.207,0.115,0.777,1.2,0.095,0.644,0.994,6.777,10.467,1.545,0.22,-0.06,-0.04,0.23,-3.17,-0.41,0.01,0.28,-3.11,-0.35,0.28,0.27,-3.13,-0.36,0.26,-3.4,-0.64,-0.01,2.76,3.39,0.63,0.152443385,0.996186271,0.999940426,0.096447986,2.29E-14,0.005874081,0.999951934,0.065434214,2.34E-14,0.041252557,0.100334177,0.10759981,2.33E-14,0.024333578,0.161342986,2.30E-14,9.13E-05,0.999980684,2.59E-14,2.30E-14,0.000138785,0.378455736,1,1,0.240557913,7.98E-14,0.020031797,1,0.132855044,1.28E-13,0.086549483,0.178929283,0.246534896,8.76E-14,0.060976414,0.283011466,8.69E-14,0.000351301,1,8.73E-14,1.15E-13,0.000465516
FALSE,"1-Iodo-2,3,4,5,6-pentamethylbenzene",C11 H15 I,No results,Invalid mass,Full match,No results,,274.02204,0.418,2382693.443,4,1,,No matches found,No matches found,60.8,2440889.568,2407388.92,3489907.094,149639.3572,2282620.062,3051846.56,2555402.061,5.941067455,3.126610915,5.016618959,9.187482617,5.232968073,4.258688375,5.406582641,1.194,0.955,0.942,1.366,0.059,0.893,0.986,1.43,0.061,0.935,1.25,1.45,0.062,0.948,1.268,0.043,0.654,0.874,15.254,20.395,1.337,0.26,-0.07,-0.09,0.45,-4.09,-0.16,-0.02,0.52,-4.03,-0.1,0.32,0.54,-4.01,-0.08,0.34,-4.54,-0.61,-0.19,3.93,4.35,0.42,0.012371299,0.999980477,0.665469449,5.55E-05,2.26E-14,0.185164198,0.864423038,0.000139595,2.26E-14,0.382733757,0.019014673,1.63E-05,2.26E-14,0.970779256,0.001645653,2.26E-14,4.02E-06,0.199733895,2.26E-14,2.26E-14,0.000311366,0.038819033,1,1,0.000246384,7.98E-14,0.457565109,1,0.00044587,1.28E-13,0.605626503,0.038460681,9.26E-05,8.76E-14,1,0.004104542,8.69E-14,1.93E-05,0.436153607,8.46E-14,1.15E-13,0.000994514
FALSE,(3R)-beta-Leucine,C6 H13 N O2,Full match,Invalid mass,Partial match,Full match,,131.09478,0.947,1805278.88,56,24,,Multiple matches found,Single match found,84.9,1067447.191,1452559.655,2369406.321,350667.4445,2277000.758,2580441.237,1722564.81,4.552443691,5.08385837,6.644329256,3.838224832,2.324276558,3.20454349,4.189645659,1.498,0.62,0.843,1.376,0.204,1.322,1.361,2.22,0.329,2.133,2.417,1.631,0.241,1.568,1.776,0.148,0.961,1.089,6.493,7.359,1.133,0.58,-0.69,-0.25,0.46,-2.3,0.4,0.44,1.15,-1.61,1.09,1.27,0.71,-2.05,0.65,0.83,-2.76,-0.06,0.12,2.7,2.88,0.18,1.19E-08,2.09E-09,0.023953989,4.73E-07,2.26E-14,1.40E-06,7.20E-07,4.97E-12,3.26E-14,7.70E-12,8.54E-13,2.58E-08,2.29E-14,5.85E-08,1.46E-09,2.26E-14,0.991910962,0.175549187,2.26E-14,2.26E-14,0.05223609,1.07E-07,1.35E-08,0.05500165,3.13E-06,7.98E-14,1.13E-05,2.75E-06,5.90E-11,1.51E-13,6.43E-11,2.02E-11,2.23E-07,8.76E-14,4.97E-07,9.81E-09,8.69E-14,1,0.387294083,8.46E-14,1.15E-13,0.12365623
FALSE,(1-Ribosylimidazole)-4-acetate,C10 H14 N2 O6,Full match,No results,Partial match,Full match,,258.08479,0.536,1395503.593,7,0,,Single match found,No matches found,,639360.9355,1218758.609,993435.2595,203222.6268,1993658.366,1961147.795,1301005.53,7.738411666,3.952220188,8.010497187,8.128762459,5.759956735,2.34328892,6.562747412,1.507,0.491,0.937,0.764,0.156,1.532,1.906,1.554,0.318,3.118,3.067,0.815,0.167,1.636,1.609,0.205,2.007,1.974,9.81,9.65,0.984,0.59,-1.02,-0.09,-0.39,-2.68,0.62,0.93,0.64,-1.65,1.64,1.62,-0.29,-2.58,0.71,0.69,-2.29,1,0.98,3.29,3.27,-0.02,2.02E-06,1.56E-09,0.972260016,9.27E-05,2.30E-14,2.03E-06,1.97E-08,2.73E-05,7.64E-12,7.58E-12,7.57E-12,0.001441267,2.39E-14,2.63E-06,2.62E-06,6.21E-14,3.90E-09,3.89E-09,2.28E-14,2.28E-14,1,1.17E-05,1.04E-08,1,0.000393525,7.98E-14,1.59E-05,9.30E-08,0.00010054,2.32E-11,6.39E-11,1.22E-10,0.005430127,8.76E-14,1.53E-05,9.90E-06,1.80E-13,3.19E-08,2.20E-08,8.46E-14,1.15E-13,1
FALSE,NJ0570000,C3 H6 N2 O,Full match,No results,Full match,No results,,86.04801,0.525,2483172.356,5,0,,No matches found,No matches found,,957663.4662,2508909.249,2043245.254,353064.9031,1244030.203,1842353.199,1774767.412,1.814632785,3.777326613,4.528966943,11.32287067,5.72575159,2.754104055,5.296188126,1.038,0.54,1.414,1.151,0.199,0.701,2.62,2.134,0.369,1.299,1.924,0.814,0.141,0.496,0.734,0.173,0.609,0.902,3.524,5.218,1.481,0.05,-0.89,0.5,0.2,-2.33,-0.51,1.39,1.09,-1.44,0.38,0.94,-0.3,-2.83,-1.01,-0.45,-2.53,-0.72,-0.15,1.82,2.38,0.57,0.996677237,2.24E-09,1.56E-05,0.043149222,2.30E-14,2.38E-06,2.00E-11,4.77E-10,4.97E-12,0.001864073,6.60E-09,0.020484678,2.29E-14,1.63E-09,0.000154024,2.31E-14,1.24E-07,0.205081385,1.66E-13,2.33E-14,4.53E-06,1,1.43E-08,7.18E-05,0.118993988,7.98E-14,1.82E-05,1.81E-10,3.64E-09,1.56E-11,0.004817774,3.82E-08,0.058449614,8.76E-14,2.15E-08,0.00045401,8.69E-14,7.28E-07,0.446918701,4.83E-13,1.15E-13,1.85E-05
FALSE,Orthophosphate,H3 O4 P,No results,No results,Partial match,Full match,,97.97697,0.87,2779474.45,1,0,,Single match found,No matches found,,200385.4993,2727478.468,2699247.324,98439.1701,1813506.292,1746130.388,1559777.855,19.98901571,6.982502694,30.42736035,14.02048566,2.626131382,11.91546939,19.07439053,1.119,0.128,1.749,1.731,0.063,1.163,13.611,13.47,0.491,9.05,8.714,0.99,0.036,0.665,0.64,0.036,0.672,0.647,18.423,17.738,0.963,0.16,-2.96,0.81,0.79,-3.99,0.22,3.77,3.75,-1.03,3.18,3.12,-0.02,-4.79,-0.59,-0.64,-4.78,-0.57,-0.63,4.2,4.15,-0.05,0.764089636,8.15E-10,0.001977999,0.004579019,2.18E-11,0.577291905,6.05E-11,8.27E-11,0.021696894,8.53E-10,1.14E-09,0.999660465,4.56E-12,0.116693896,0.069344468,5.84E-12,0.22160134,0.137596324,3.07E-11,3.79E-11,0.999934785,1,5.73E-09,0.005526002,0.014368181,5.02E-11,1,4.87E-10,7.20E-10,0.033451984,5.19E-09,7.88E-09,1,1.17E-11,0.253785506,0.130401724,1.45E-11,0.520205668,0.311264411,7.26E-11,1.03E-10,1
FALSE,2-Oxoethyl phosphate,C2 H3 O5 P,No results,No results,Full match,No results,,137.97292,9.919,1611396.223,1,0,,No matches found,No matches found,,973368.3453,1135503.091,940756.2725,435774.217,555371.1049,1474803.087,1397589.433,61.63258349,49.88630997,59.9483419,35.46810971,20.96526983,49.32035801,47.14979269,1.055,0.696,0.812,0.673,0.312,0.397,1.167,0.966,0.448,0.571,1.515,0.828,0.384,0.489,1.299,0.463,0.59,1.568,1.274,3.384,2.656,0.08,-0.52,-0.3,-0.57,-1.68,-1.33,0.22,-0.05,-1.16,-0.81,0.6,-0.27,-1.38,-1.03,0.38,-1.11,-0.76,0.65,0.35,1.76,1.41,0.999998124,0.999962709,0.969275695,0.998307513,0.173394412,0.342918417,0.997191129,0.999986503,0.377026055,0.601202846,0.999999922,0.999837876,0.695758579,0.891240115,0.993551542,0.496923229,0.730245741,0.999893545,0.999579832,0.331803692,0.545967606,1,1,1,1,0.287646544,0.790781693,1,1,0.490776008,0.852035822,1,1,0.95566326,1,1,0.74364735,1,1,1,0.544524463,0.943390723
FALSE,Piperidine,C5 H11 N,Full match,No results,Partial match,Full match,,85.08919,0.929,902267.9389,9,0,,Single match found,No matches found,,555709.541,805245.6224,1198136.227,161545.0009,1095315.624,1289689.6,851653.3674,8.544797837,5.73940685,7.106725591,12.79446532,1.738692806,2.278628141,7.032123007,1.514,0.653,0.946,1.407,0.19,1.286,1.449,2.156,0.291,1.971,2.321,1.488,0.201,1.36,1.602,0.135,0.914,1.076,6.78,7.983,1.177,0.6,-0.62,-0.08,0.49,-2.4,0.36,0.54,1.11,-1.78,0.98,1.21,0.57,-2.32,0.44,0.68,-2.89,-0.13,0.11,2.76,3,0.24,5.29E-05,9.74E-07,0.444194423,0.000307902,2.59E-14,0.011096577,8.49E-05,4.55E-09,1.63E-11,2.92E-08,1.81E-09,3.86E-05,1.86E-13,0.00078,9.01E-06,2.38E-14,0.64723941,0.970579762,2.53E-14,2.35E-14,0.207852039,0.000240902,3.93E-06,0.797463142,0.001193678,8.19E-14,0.035128218,0.00023342,2.93E-08,4.85E-11,1.50E-07,1.20E-08,0.000203546,5.38E-13,0.00276582,3.17E-05,8.69E-14,1,1,8.63E-14,1.15E-13,0.43160588
FALSE,Chlortoluron,C10 H13 Cl N2 O,No results,Invalid mass,No results,No results,,212.06727,0.47,2342521.921,0,1,56.3,No matches found,No matches found,,767906.6491,2342521.921,1687099.664,10347.0092,1465225.153,1154563.785,1372812.95,4.084534583,7.706429672,11.58683236,8.32588778,4.196560093,2.635270478,3.617988245,0.841,0.559,1.706,1.229,0.008,1.067,3.051,2.197,0.013,1.908,1.504,0.72,0.004,0.625,0.493,0.006,0.868,0.684,141.609,111.584,0.788,-0.25,-0.84,0.77,0.3,-7.05,0.09,1.61,1.14,-6.21,0.93,0.59,-0.47,-7.82,-0.68,-1.02,-7.35,-0.2,-0.55,7.15,6.8,-0.34,0.024134387,1.96E-08,1.73E-07,0.010290972,2.26E-14,0.61376949,1.06E-11,1.47E-09,2.26E-14,1.54E-08,1.17E-05,0.000360752,2.26E-14,8.24E-06,1.20E-08,2.26E-14,0.352212572,4.51E-05,2.26E-14,2.26E-14,0.00256101,0.071139928,1.01E-07,1.26E-06,0.030930731,7.98E-14,1,9.85E-11,1.04E-08,1.28E-13,8.22E-08,3.87E-05,0.001531766,8.76E-14,4.32E-05,6.70E-08,8.69E-14,0.785140525,0.000162959,8.46E-14,1.15E-13,0.007326955
FALSE,1-[(3-Carboxypropyl)amino]-1-deoxy-beta-D-fructofuranose,C10 H19 N O7,Full match,No results,Full match,No results,,265.11584,0.518,1099088.429,1,0,,No matches found,No matches found,,273314.417,514549.7434,623175.5576,110015.0154,1555780.069,1092013.229,777000.9049,5.085570586,2.959533673,7.064295426,3.340458376,5.154242037,6.502971202,1.752203502,1.405,0.352,0.662,0.802,0.142,2.002,1.883,2.28,0.403,5.692,3.995,1.211,0.214,3.024,2.122,0.177,2.497,1.752,14.142,9.926,0.702,0.49,-1.51,-0.59,-0.32,-2.82,1,0.91,1.19,-1.31,2.51,2,0.28,-2.23,1.6,1.09,-2.5,1.32,0.81,3.82,3.31,-0.51,8.30E-07,3.54E-14,2.93E-08,6.04E-05,2.26E-14,2.05E-11,4.82E-10,1.09E-11,6.40E-13,2.28E-14,2.33E-14,0.003346811,2.29E-14,6.37E-14,2.58E-11,2.28E-14,1.42E-12,1.75E-09,2.26E-14,2.26E-14,1.64E-06,5.02E-06,5.94E-13,2.75E-07,0.000266165,7.98E-14,6.86E-10,3.02E-09,1.20E-10,2.26E-12,3.88E-13,1.48E-12,0.011551896,8.76E-14,2.27E-12,3.01E-10,8.69E-14,2.89E-11,1.04E-08,8.46E-14,1.15E-13,7.21E-06
FALSE,Indole,C8 H7 N,Full match,Full match,Full match,Full match,,117.05787,2.006,1160535.304,9,5,88.1,Single match found,No matches found,,610870.8348,1129032.28,1087816.651,98803.63748,837221.6804,1012164.893,852802.9235,5.020754093,6.916914552,0.322048398,4.541850625,6.851007918,2.706985917,2.912225292,1.187,0.716,1.324,1.276,0.116,0.982,1.848,1.781,0.162,1.371,1.657,0.963,0.088,0.742,0.896,0.091,0.77,0.93,8.474,10.244,1.209,0.25,-0.48,0.4,0.35,-3.11,-0.03,0.89,0.83,-2.63,0.45,0.73,-0.05,-3.51,-0.43,-0.16,-3.46,-0.38,-0.1,3.08,3.36,0.27,0.002084525,5.07E-07,1.71E-06,2.33E-05,2.26E-14,0.923038117,1.84E-10,7.67E-10,2.26E-14,1.05E-05,7.70E-09,0.748838263,2.26E-14,1.69E-06,0.025764086,2.26E-14,1.71E-05,0.341223319,2.26E-14,2.26E-14,0.00088224,0.007410107,2.14E-06,1.04E-05,0.000108348,7.98E-14,1,1.28E-09,5.70E-09,1.28E-13,3.58E-05,4.38E-08,1,8.76E-14,1.03E-05,0.053014562,8.69E-14,7.39E-05,0.699442436,8.46E-14,1.15E-13,0.002666658
FALSE,1-Chlorofluorenone,C13 H7 Cl O,No results,Invalid mass,Full match,No results,,214.01847,0.417,892191.861,1,1,,No matches found,No matches found,61.5,934872.6151,883891.412,1183547.384,91487.05652,829605.1278,987391.3379,952286.4936,5.790113879,1.547216105,10.68216855,15.11157445,4.485663201,6.594609547,4.985197543,1.037,0.982,0.928,1.243,0.096,0.871,0.945,1.266,0.098,0.887,1.056,1.339,0.104,0.939,1.117,0.077,0.701,0.834,9.068,10.793,1.19,0.05,-0.03,-0.11,0.31,-3.38,-0.2,-0.08,0.34,-3.35,-0.17,0.08,0.42,-3.27,-0.09,0.16,-3.69,-0.51,-0.26,3.18,3.43,0.25,0.628765392,0.99999979,0.983409787,0.004358829,2.29E-14,0.323234008,0.981681261,0.0137571,2.33E-14,0.391062726,0.785433555,0.002863162,2.34E-14,0.83645703,0.339553368,2.29E-14,0.000236672,0.18883452,2.39E-14,2.31E-14,0.035710378,1,1,1,0.01371749,7.98E-14,0.75187041,1,0.032351863,1.28E-13,0.615348701,1,0.010110835,8.76E-14,1,0.54882493,8.69E-14,0.000844131,0.414893094,8.46E-14,1.15E-13,0.086253056
FALSE,"4,5-Dicyanoimidazole",C5 H2 N4,Full match,No results,Full match,No results,,118.02812,0.61,999250.0802,1,0,,No matches found,No matches found,,562028.9631,917293.8797,1124174.45,214786.4106,1411428.939,981871.1649,912926.7632,4.985410738,1.649527238,3.945444238,5.121708586,1.610323642,3.521589917,3.686040715,1.076,0.616,1.005,1.231,0.235,1.546,1.632,2,0.382,2.511,1.747,1.226,0.234,1.539,1.07,0.191,1.256,0.873,6.571,4.571,0.696,0.11,-0.7,0.01,0.3,-2.09,0.63,0.71,1,-1.39,1.33,0.8,0.29,-2.09,0.62,0.1,-2.39,0.33,-0.2,2.72,2.19,-0.52,0.070686178,1.40E-10,0.966919968,2.74E-06,2.26E-14,3.34E-10,3.65E-10,2.00E-12,2.82E-14,3.45E-14,6.06E-11,4.50E-05,2.26E-14,4.40E-09,0.437194414,2.26E-14,6.87E-05,0.001855507,2.26E-14,2.26E-14,4.34E-08,0.192453461,1.16E-09,1,1.49E-05,7.98E-14,5.96E-09,2.35E-09,2.65E-11,1.36E-13,4.63E-13,6.42E-10,0.000231565,8.76E-14,5.01E-08,0.686928081,8.69E-14,0.000268151,0.005688803,8.46E-14,1.15E-13,2.64E-07
FALSE,(R)-3-Amino-2-methylpropanoate,C4 H9 N O2,Full match,Invalid mass,Partial match,Full match,,103.06344,0.515,1116889.973,36,1,,Multiple matches found,No matches found,99.2,388782.6331,1066409.596,951816.162,183339.148,885982.9068,980290.0886,981230.6602,7.653907367,14.78043554,4.951502867,6.575559206,12.80442938,5.862131993,9.875506799,0.999,0.396,1.087,0.97,0.187,0.903,2.743,2.448,0.472,2.279,2.521,0.893,0.172,0.831,0.919,0.193,0.931,1.03,4.832,5.347,1.106,0,-1.34,0.12,-0.04,-2.42,-0.15,1.46,1.29,-1.08,1.19,1.33,-0.16,-2.54,-0.27,-0.12,-2.38,-0.1,0.04,2.27,2.42,0.15,0.999240283,5.14E-08,0.972077829,0.999248317,2.62E-12,0.999998765,9.09E-08,1.49E-07,4.32E-07,2.10E-07,1.48E-07,0.999662558,7.63E-12,0.993862543,0.999666289,9.77E-12,0.999962892,1,1.16E-11,9.76E-12,0.999962272,1,2.51E-07,1,1,6.49E-12,1,3.97E-07,7.54E-07,9.12E-07,9.12E-07,6.70E-07,1,1.90E-11,1,1,2.37E-11,1,1,2.86E-11,2.91E-11,1
FALSE,D-(+)-Proline,C5 H9 N O2,Full match,Full match,Full match,Full match,,115.0633,0.722,3930444.574,37,8,94.8,Multiple matches found,No matches found,,2649929.543,1706399.66,1775695.186,142565.4271,194034.3416,959411.4891,4036437.586,2.257363466,54.6193577,76.87449052,119.1662509,20.59694575,126.3799914,48.63651051,0.238,0.657,0.423,0.44,0.035,0.048,0.644,0.67,0.054,0.073,0.362,1.041,0.084,0.114,0.562,0.08,0.109,0.54,1.361,6.73,4.945,-2.07,-0.61,-1.24,-1.18,-4.82,-4.38,-0.63,-0.58,-4.22,-3.77,-1.47,0.06,-3.58,-3.14,-0.83,-3.64,-3.19,-0.89,0.44,2.75,2.31,0.885019102,0.999999989,0.999897258,0.577699957,0.027458497,0.036138143,0.999987262,0.723274125,0.064194683,0.081160777,0.944029052,0.836504172,0.095725559,0.119981941,0.982491433,0.633566757,0.708134002,0.998102425,0.999999487,0.343827825,0.40793995,1,1,1,1,0.047159859,0.102490965,1,1,0.094093576,0.160225151,1,1,0.154256548,0.260407053,1,0.905095367,1,1,1,0.559963124,0.76712785
